lemma	pos	corpus_frequency	spoken_frequency	written_frequency	literature	meb	saha	tubitak	video	class	subclass	num_docs	mps	cd	pmw	zipf	length	sc
duyarlılaşmak	VERB	2	0	2	0	0	0	2	0	Emotions & Mental Processes	emotions	2	2	0.0006485084306	0.2430899258	2.56185822	13	5
duyarlılık	NOUN	26	1	25	2	8	0	15	1	Personality, Values & Behavior	personality	22	12	0.007133592737	3.160169035	3.51610073	10	4
duyarsız	ADJ	25	17	8	5	3	0	0	17	Personality, Values & Behavior	tolerance	20	5	0.006485084306	3.038624072	3.499710313	8	3
duyarsızca	ADV	1	0	1	1	0	0	0	0	Personality, Values & Behavior	personality	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
duyarsızlaşmak	VERB	1	1	0	0	0	0	0	1	Personality, Values & Behavior	personality	1	1	0.0003242542153	0.1215449629	2.385766961	14	5
duygu	NOUN	1958	349	1609	443	690	17	476	332	Emotions & Mental Processes	emotions	532	81	0.1725032425	237.9850373	5.376771401	5	2
Duygu	PROPN	39	23	16	8	6	0	2	23	Other	other	20	5	0.006485084306	4.740253553	3.686796957	5	2
duygudaş	NOUN	2	0	2	0	2	0	0	0	Emotions & Mental Processes	emotions	1	1	0.0003242542153	0.2430899258	2.56185822	8	3
duygulandırmak	VERB	26	5	21	17	2	0	2	5	Emotions & Mental Processes	emotions	22	9	0.007133592737	3.160169035	3.51610073	14	5
duygulanmak	VERB	103	37	66	56	3	4	7	33	Emotions & Mental Processes	emotions	80	26	0.02594033722	12.51913118	4.101770305	11	4
duygulu	ADJ	7	2	5	3	2	0	0	2	Emotions & Mental Processes	emotions	6	1	0.001945525292	0.8508147402	2.987826952	7	3
duygun	NOUN	3	1	2	0	2	0	0	1	Other	other	3	3	0.0009727626459	0.3646348887	2.686796957	6	2
duygusal	ADJ	169	84	85	34	28	7	23	77	Emotions & Mental Processes	emotions	122	7	0.03955901427	20.54109873	4.315185887	8	3
duygusallık	NOUN	7	6	1	1	0	0	0	6	Emotions & Mental Processes	emotions	7	3	0.002269779507	0.8508147402	2.987826952	11	4
duygusuz	ADJ	10	3	7	7	0	0	0	3	Emotions & Mental Processes	emotions	10	3	0.003242542153	1.215449629	3.126129651	8	3
duymak	VERB	10905	3679	7226	4635	1232	91	1359	3588	Health & Medicine	body	1702	519	0.5518806744	1325.44782	6.122402459	6	2
duymazlık	NOUN	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
duyu	NOUN	686	41	645	35	291	8	319	33	Emotions & Mental Processes	emotions	212	48	0.06874189364	83.37984454	4.921693702	4	2
duyulmak	VERB	74	11	63	26	11	2	26	9	Other	other	63	31	0.02042801556	8.994327253	3.959798229	8	3
duyum	NOUN	6	1	5	1	2	0	2	1	Other	other	5	1	0.001621271077	0.7292697773	2.929835005	5	2
duyumsama	NOUN	3	0	3	0	0	0	3	0	Health & Medicine	body	2	3	0.0006485084306	0.3646348887	2.686796957	9	4
duyumsamak	VERB	13	2	11	2	0	0	9	2	Emotions & Mental Processes	emotions	7	8	0.002269779507	1.580084518	3.230865001	10	4
duyurmak	VERB	279	37	242	127	49	0	66	37	Other	other	186	91	0.06031128405	33.91104464	4.531894997	8	3
duyuru	NOUN	102	22	80	42	20	0	18	22	Other	other	70	22	0.02269779507	12.39758621	4.09757419	6	3
duyurulmak	VERB	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
duyurum	NOUN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
duyusal	ADJ	15	0	15	0	3	0	12	0	Emotions & Mental Processes	emotions	8	1	0.002594033722	1.823174443	3.288856948	7	3
duyuş	NOUN	3	1	2	0	0	0	2	1	Health & Medicine	body	3	3	0.0009727626459	0.3646348887	2.686796957	5	2
duğ	NOUN	9	1	8	6	2	0	0	1	Other	other	8	5	0.002594033722	1.093904666	3.084736965	3	1
duş	NOUN	215	132	83	36	21	32	26	100	Personal Care & Consumer Life	hygiene products	129	18	0.04182879377	26.13216702	4.419190716	3	1
duşakabin	NOUN	4	4	0	0	0	2	0	2	Personal Care & Consumer Life	hygiene products	4	1	0.001297016861	0.4861798515	2.78370697	9	4
dvd	NOUN	24	1	23	3	2	0	18	1	Science & Technology	information technologies	17	6	0.00551232166	2.917079109	3.482676974	3	0
dâhi	ADJ	286	87	199	170	14	0	15	87	Emotions & Mental Processes	intelligence and reasoning	160	2	0.05188067445	34.76185939	4.542618862	4	1
dâhi	NOUN	68	33	35	32	2	0	1	33	Emotions & Mental Processes	intelligence and reasoning	51	17	0.01653696498	8.265057476	3.923586056	4	1
dâhice	ADJ	14	12	2	2	0	0	0	12	Emotions & Mental Processes	intelligence and reasoning	13	2	0.004215304799	1.70162948	3.260828224	6	2
dâhice	ADV	1	1	0	0	0	0	0	1	Emotions & Mental Processes	intelligence and reasoning	1	1	0.0003242542153	0.1215449629	2.385766961	6	2
dâhil	ADJ	3	1	2	2	0	1	0	0	Education & Language	grammar	3	3	0.0009727626459	0.3646348887	2.686796957	5	1
dâhil	ADV	2	1	1	0	1	0	0	1	Education & Language	grammar	2	2	0.0006485084306	0.2430899258	2.56185822	5	1
dâhil	NOUN	401	96	305	162	46	1	97	95	Education & Language	grammar	277	12	0.08981841764	48.73953012	4.688963018	5	1
dâhiliye	NOUN	6	2	4	0	4	0	0	2	Health & Medicine	medicine	3	2	0.0009727626459	0.7292697773	2.929835005	8	3
dâhilî	ADJ	3	0	3	0	2	0	1	0	Other	other	3	1	0.0009727626459	0.3646348887	2.686796957	6	1
dâhiyane	ADV	17	8	9	5	4	0	0	8	Emotions & Mental Processes	intelligence and reasoning	14	2	0.004539559014	2.066264369	3.34000947	8	3
dökme	NOUN	3	1	2	1	0	0	1	1	Work & Economy	production	3	3	0.0009727626459	0.3646348887	2.686796957	5	2
dökmek	VERB	1667	539	1128	507	214	43	407	496	Other	other	720	182	0.233463035	202.6154531	5.306933012	6	2
döktürmek	VERB	24	8	16	16	0	0	0	8	Other	other	19	14	0.006160830091	2.917079109	3.482676974	9	3
dökülgen	ADJ	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
dökülmek	VERB	352	108	244	122	22	14	100	94	Other	other	248	66	0.0804150454	42.78382694	4.632511671	8	3
döküm	NOUN	24	2	22	10	5	0	7	2	Other	other	19	10	0.006160830091	2.917079109	3.482676974	5	2
dökümhane	NOUN	3	0	3	3	0	0	0	0	Places & Settlements	places	2	3	0.0006485084306	0.3646348887	2.686796957	9	4
dökümlü	ADJ	1	0	1	0	0	0	1	0	Personal Care & Consumer Life	clothing	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
dökünmek	VERB	1	1	0	0	0	0	0	1	Emotions & Mental Processes	action	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
döküntü	NOUN	18	7	11	3	0	0	8	7	Other	other	14	10	0.004539559014	2.187809332	3.363490566	7	3
döl	NOUN	5	1	4	1	0	0	3	1	People & Relationships	lineage	5	3	0.001621271077	0.6077248144	2.862888216	3	1
dölek	NOUN	1	0	1	0	0	0	1	0	Personality, Values & Behavior	personality	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
döllemek	VERB	23	0	23	1	0	0	22	0	People & Relationships	lineage	15	11	0.00486381323	2.795534146	3.464948207	8	3
döllenmek	VERB	18	0	18	0	1	0	17	0	Other	other	11	11	0.003566796368	2.187809332	3.363490566	9	3
Döndü	PROPN	2	0	2	1	0	0	1	0	Other	other	2	2	0.0006485084306	0.2430899258	2.56185822	5	2
döndürmek	VERB	517	178	339	89	17	2	233	176	Other	other	306	112	0.09922178988	62.83874581	4.799066725	9	3
dönek	NOUN	8	5	3	3	0	0	0	5	Personality, Values & Behavior	morality	5	3	0.001621271077	0.9723597031	3.038979475	5	2
dönel	ADJ	7	1	6	0	1	0	5	1	Space, Shapes & Properties	geometrical shapes	3	1	0.0009727626459	0.8508147402	2.987826952	5	2
dönelmek	VERB	1	0	1	1	0	0	0	0	Personality, Values & Behavior	behavior	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
dönem	NOUN	2060	141	1919	463	270	5	1186	136	Time, Numbers & Measurement	time	468	78	0.1517509728	250.3826235	5.398814957	5	2
dönemeç	NOUN	18	5	13	9	2	0	2	5	Transportation, Travel & Safety	traffic	15	13	0.00486381323	2.187809332	3.363490566	7	3
dönemsel	ADJ	6	0	6	1	1	0	4	0	Time, Numbers & Measurement	seasons	6	1	0.001945525292	0.7292697773	2.929835005	8	3
dönen	ADJ	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
dönence	NOUN	13	0	13	1	0	0	12	0	Other	other	8	5	0.002594033722	1.580084518	3.230865001	7	3
Dönence	PROPN	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
dönenmek	VERB	1	0	1	0	1	0	0	0	Personality, Values & Behavior	behavior	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
döner	ADJ	33	18	15	3	0	0	12	18	Food & Nutrition	dishes	29	3	0.009403372244	4.010983775	3.616215882	5	2
döner	NOUN	133	107	26	10	2	4	14	103	Food & Nutrition	dishes	90	13	0.02918287938	16.16548006	4.211841764	5	2
dönerci	NOUN	15	14	1	1	0	1	0	13	Work & Economy	occupations	11	6	0.003566796368	1.823174443	3.288856948	7	3
döngü	NOUN	321	63	258	21	52	7	185	56	Other	other	117	29	0.03793774319	39.01593309	4.592592837	5	2
dönme	NOUN	3	0	3	2	0	0	1	0	Emotions & Mental Processes	action	3	3	0.0009727626459	0.3646348887	2.686796957	5	2
dönmek	VERB	12364	4836	7528	5259	762	159	1507	4677	Other	other	1760	481	0.5706874189	1502.781921	6.176931086	6	2
dönmeli	ADJ	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
dönük	ADJ	97	13	84	28	16	1	40	12	Other	other	74	6	0.02399481193	11.7898614	4.075963041	5	2
dönüm	NOUN	92	38	54	15	12	0	27	38	Time, Numbers & Measurement	units of measurement	78	12	0.02529182879	11.18213659	4.053219914	5	2
dönüt	NOUN	1	1	0	0	0	0	0	1	Education & Language	education	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
dönüş	NOUN	903	374	529	218	96	1	215	373	Other	other	465	58	0.1507782101	109.7551015	5.040905396	5	2
Dönüş	PROPN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
dönüşmek	VERB	1372	396	976	421	86	10	469	386	Other	other	580	137	0.1880674449	166.7596891	5.222407503	8	3
dönüştürmek	VERB	810	109	701	105	145	5	451	104	Other	other	352	119	0.1141374838	98.45141994	4.99375782	11	4
dönüştürücü	NOUN	4	2	2	0	0	0	2	2	Science & Technology	information technologies	3	1	0.0009727626459	0.4861798515	2.78370697	11	5
dönüştürülmek	VERB	14	1	13	0	1	0	12	1	Work & Economy	production	10	9	0.003242542153	1.70162948	3.260828224	13	5
dönüştürüm	NOUN	1	1	0	0	0	0	0	1	Work & Economy	production	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
dönüşüm	NOUN	786	193	593	70	371	4	152	189	Other	other	206	30	0.06679636835	95.53434083	4.980711698	7	3
dönüşümlü	ADJ	19	9	10	5	2	0	3	9	Space, Shapes & Properties	patterns	19	1	0.006160830091	2.309354295	3.385766961	9	4
dörder	ADJ	7	0	7	0	7	0	0	0	Time, Numbers & Measurement	numbers	6	1	0.001945525292	0.8508147402	2.987826952	6	2
dörderli	ADJ	2	0	2	0	2	0	0	0	Time, Numbers & Measurement	numbers	2	1	0.0006485084306	0.2430899258	2.56185822	8	3
dördün	NOUN	23	14	9	0	9	0	0	14	Space, Shapes & Properties	space	19	1	0.006160830091	2.795534146	3.464948207	6	2
dördüncü	ADJ	70	35	35	9	18	0	8	35	Time, Numbers & Measurement	numbers	55	10	0.01783398184	8.508147402	3.935995314	8	3
dördüncülük	NOUN	1	0	1	1	0	0	0	0	Sports, Games & Recreation	sports	1	1	0.0003242542153	0.1215449629	2.385766961	11	4
dört	NOUN	4058	662	3396	1194	819	3	1383	659	Time, Numbers & Measurement	numbers	980	37	0.317769131	493.2294594	5.693156017	4	1
dört	NUM	87	67	20	15	3	64	2	3	Time, Numbers & Measurement	numbers	50	10	0.01621271077	10.57441177	4.029219637	4	1
dört yol	NOUN	5	0	5	3	1	0	1	0	Transportation, Travel & Safety	traffic	4	1	0.001297016861	0.6077248144	2.862888216	7	2
Dörtdivan	PROPN	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
dörtgen	NOUN	116	13	103	3	45	1	55	12	Space, Shapes & Properties	geometrical shapes	47	12	0.01523994812	14.09921569	4.152922827	7	2
dörtköşe	ADJ	2	0	2	2	0	0	0	0	Space, Shapes & Properties	geometrical shapes	2	1	0.0006485084306	0.2430899258	2.56185822	8	3
dörtlü	ADJ	19	7	12	4	5	0	3	7	Time, Numbers & Measurement	numbers	16	2	0.005188067445	2.309354295	3.385766961	6	2
dörtlü	NOUN	90	89	1	1	0	0	0	89	Time, Numbers & Measurement	numbers	20	5	0.006485084306	10.93904666	4.043778358	6	2
dörtlük	NOUN	31	2	29	2	26	0	1	2	Literature & Publishing	poetry	13	14	0.004215304799	3.767893849	3.589886944	7	2
dörtnal	NOUN	13	0	13	13	0	0	0	0	Nature & Living Things	animals	9	2	0.002918287938	1.580084518	3.230865001	7	2
Dörtnal	PROPN	1	0	1	1	0	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	7	2
dörtnala	ADV	77	7	70	65	3	0	2	7	Sports, Games & Recreation	sports	47	1	0.01523994812	9.358962142	3.976831568	8	3
döteryum	NOUN	1	0	1	0	0	0	1	0	Science & Technology	chemical elements	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
dövdürmek	VERB	1	1	0	0	0	0	0	1	Violence & Conflict	violence	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
döviz	NOUN	5	1	4	0	1	1	3	0	Work & Economy	financial concepts	4	2	0.001297016861	0.6077248144	2.862888216	5	2
dövme	NOUN	46	36	10	6	2	0	2	36	Health & Medicine	body	38	9	0.01232166018	5.591068293	3.756834823	5	2
dövmek	VERB	288	73	215	188	3	4	24	69	Violence & Conflict	violence	136	91	0.04409857328	35.00494931	4.545634808	6	2
dövülmek	VERB	1	0	1	0	0	0	1	0	Violence & Conflict	violence	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
dövünmek	VERB	11	0	11	11	0	0	0	0	Emotions & Mental Processes	emotions	11	8	0.003566796368	1.336994592	3.163918211	8	3
dövüş	NOUN	5	4	1	1	0	2	0	2	Violence & Conflict	violence	5	4	0.001621271077	0.6077248144	2.862888216	5	2
dövüşmek	VERB	444	282	162	147	3	0	12	282	Violence & Conflict	violence	138	102	0.04474708171	53.96596352	4.733096976	8	3
dövüştürmek	VERB	8	5	3	3	0	0	0	5	Violence & Conflict	violence	6	7	0.001945525292	0.9723597031	3.038979475	11	4
dövüşçü	NOUN	22	18	4	3	0	0	1	18	Violence & Conflict	violence	19	9	0.006160830091	2.673989183	3.446464801	7	3
döş	NOUN	1	1	0	0	0	0	0	1	Health & Medicine	body	1	1	0.0003242542153	0.1215449629	2.385766961	3	1
döşek	NOUN	48	11	37	32	3	1	2	10	Home & Domestic Life	home	28	23	0.009079118029	5.834158218	3.774933045	5	2
döşeli	ADJ	12	0	12	11	0	0	1	0	Home & Domestic Life	home	11	1	0.003566796368	1.458539555	3.198680318	6	3
döşeme	NOUN	58	4	54	17	6	0	31	4	Home & Domestic Life	home	42	20	0.01361867704	7.049607847	3.855588977	6	3
döşemeci	NOUN	2	0	2	0	0	0	2	0	Work & Economy	occupations	2	2	0.0006485084306	0.2430899258	2.56185822	8	4
döşemek	VERB	103	18	85	31	19	1	35	17	Home & Domestic Life	home	77	35	0.02496757458	12.51913118	4.101770305	7	3
döşenmek	VERB	13	0	13	7	2	0	4	0	Other	other	12	9	0.003891050584	1.580084518	3.230865001	8	3
dübel	NOUN	1	0	1	0	0	0	1	0	Objects, Tools & Physical Things	tools	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
düdük	NOUN	403	153	250	136	57	4	57	149	Other	other	169	31	0.05479896239	48.98262004	4.69111833	5	2
düdüklü	ADJ	42	26	16	6	1	0	9	26	Home & Domestic Life	kitchen utensils	23	1	0.007457846952	5.104888441	3.718205421	7	3
düdüklü	NOUN	2	2	0	0	0	0	0	2	Home & Domestic Life	kitchen utensils	2	1	0.0006485084306	0.2430899258	2.56185822	7	3
düdüklü tencere	NOUN	3	2	1	0	1	0	0	2	Home & Domestic Life	kitchen utensils	3	2	0.0009727626459	0.3646348887	2.686796957	14	6
düello	NOUN	37	34	3	3	0	0	0	34	Violence & Conflict	violence	23	11	0.007457846952	4.497163627	3.664520562	6	3
düet	NOUN	5	4	1	0	0	0	1	4	Arts, Media & Entertainment	music	5	3	0.001621271077	0.6077248144	2.862888216	4	2
dük	NOUN	52	32	20	10	5	0	5	32	People & Relationships	culture and society	25	9	0.008106355383	6.32033807	3.809012835	3	1
dükkân	NOUN	1414	730	684	522	71	16	91	714	Personal Care & Consumer Life	shopping	462	124	0.1498054475	171.8645775	5.235493405	6	1
düldül	NOUN	9	2	7	7	0	0	0	2	Nature & Living Things	animals	2	2	0.0006485084306	1.093904666	3.084736965	6	2
Düldül	PROPN	1	0	1	1	0	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	6	2
dülger	NOUN	21	0	21	21	0	0	0	0	Work & Economy	occupations	2	4	0.0006485084306	2.552444221	3.427159646	6	2
dümbelek	NOUN	6	4	2	0	2	0	0	4	Arts, Media & Entertainment	music	5	2	0.001621271077	0.7292697773	2.929835005	8	3
dümdüz	ADJ	170	103	67	48	1	23	18	80	Space, Shapes & Properties	directions	134	4	0.04345006485	20.66264369	4.317733076	6	2
dümen	NOUN	185	45	140	95	2	1	43	44	Transportation, Travel & Safety	vehicles	68	26	0.02204928664	22.48581813	4.35424991	5	2
dümenci	NOUN	3	0	3	2	0	0	1	0	Work & Economy	occupations	3	3	0.0009727626459	0.3646348887	2.686796957	7	3
dümtek	NOUN	1	1	0	0	0	0	0	1	Arts, Media & Entertainment	music	1	1	0.0003242542153	0.1215449629	2.385766961	6	2
dün	ADV	64	33	31	22	5	0	4	33	Time, Numbers & Measurement	time	60	4	0.01945525292	7.778877625	3.897650322	3	1
dün	NOUN	1363	672	691	461	158	20	72	652	Time, Numbers & Measurement	time	611	23	0.1981193256	165.6657844	5.219551336	3	1
Dündar	PROPN	57	0	57	11	0	0	46	0	Other	other	18	1	0.005836575875	6.928062884	3.848164959	6	2
dünden	ADV	3	3	0	0	0	0	0	3	Time, Numbers & Measurement	time	3	1	0.0009727626459	0.3646348887	2.686796957	6	2
dünkü	ADJ	7	3	4	4	0	0	0	3	Time, Numbers & Measurement	time	7	3	0.002269779507	0.8508147402	2.987826952	5	2
dünya	NOUN	12060	3976	8084	2352	1686	187	4046	3789	Space, Shapes & Properties	space	1456	187	0.4721141375	1465.832252	6.166120283	5	2
Dünya	PROPN	1987	104	1883	124	361	0	1398	104	Other	other	328	30	0.1063553826	241.5098413	5.383153345	5	2
dünya dışı	ADJ	6	0	6	0	0	0	6	0	Space, Shapes & Properties	space	2	1	0.0006485084306	0.7292697773	2.929835005	9	4
dünyalı	NOUN	68	51	17	17	0	0	0	51	Space, Shapes & Properties	space	40	5	0.01297016861	8.265057476	3.923586056	7	3
dünyda	NOUN	3	1	2	1	1	0	0	1	Other	other	3	3	0.0009727626459	0.3646348887	2.686796957	6	2
dünyevi	ADJ	1	0	1	1	0	0	0	0	History, Politics & Religion	religion	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
dünür	NOUN	1	0	1	1	0	0	0	0	People & Relationships	kinship	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
düpedüz	ADV	19	7	12	9	3	0	0	7	Other	other	16	1	0.005188067445	2.309354295	3.385766961	7	3
dürbün	NOUN	592	121	471	146	16	1	309	120	Objects, Tools & Physical Things	tools	272	28	0.08819714656	71.95461803	4.857791659	6	2
dürmek	VERB	76	28	48	37	6	0	5	28	Other	other	54	25	0.01750972763	9.237417179	3.971227691	6	2
dürtmek	VERB	109	23	86	84	0	0	2	23	Personality, Values & Behavior	bullying	67	28	0.02172503243	13.24840095	4.126129651	7	2
dürtü	NOUN	8	1	7	4	2	0	1	1	Emotions & Mental Processes	emotions	7	8	0.002269779507	0.9723597031	3.038979475	5	2
dürtüklemek	VERB	4	0	4	4	0	0	0	0	Personality, Values & Behavior	behavior	3	3	0.0009727626459	0.4861798515	2.78370697	11	4
dürtüş	NOUN	3	0	3	0	0	0	3	0	Personality, Values & Behavior	behavior	1	3	0.0003242542153	0.3646348887	2.686796957	6	2
dürtüşmek	VERB	1	0	1	1	0	0	0	0	Personality, Values & Behavior	behavior	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
dürülmek	VERB	8	4	4	2	1	0	1	4	Other	other	7	6	0.002269779507	0.9723597031	3.038979475	8	3
dürülü	ADJ	32	31	1	1	0	0	0	31	Personality, Values & Behavior	appearance	10	1	0.003242542153	3.889438812	3.603250905	6	3
dürüm	NOUN	421	409	12	4	4	1	4	408	Food & Nutrition	dishes	142	19	0.04604409857	51.17042937	4.710049416	5	2
dürümcü	NOUN	94	94	0	0	0	0	0	94	Work & Economy	occupations	46	12	0.0149156939	11.42522651	4.062460571	7	3
dürüst	ADJ	311	159	152	89	56	19	7	140	Personality, Values & Behavior	honesty	184	12	0.05966277562	37.80048346	4.578891559	6	2
dürüstlük	NOUN	40	6	34	19	12	0	3	6	Personality, Values & Behavior	honesty	24	17	0.007782101167	4.861798515	3.697520822	9	3
dürüstçe	ADV	15	6	9	8	1	0	0	6	Personality, Values & Behavior	honesty	13	1	0.004215304799	1.823174443	3.288856948	8	3
düse	NOUN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	4	2
düstur	NOUN	6	1	5	1	4	0	0	1	Other	other	3	5	0.0009727626459	0.7292697773	2.929835005	6	2
düt	NOUN	988	961	27	14	12	0	1	961	Sound & Communication Phenomena	sounds	156	12	0.05058365759	120.0864233	5.079933257	3	1
düve	NOUN	2	1	1	0	0	0	1	1	Nature & Living Things	animals	2	2	0.0006485084306	0.2430899258	2.56185822	4	2
düvel	NOUN	6	1	5	5	0	0	0	1	Other	other	5	2	0.001621271077	0.7292697773	2.929835005	5	2
düven	NOUN	3	3	0	0	0	0	0	3	Objects, Tools & Physical Things	tools	3	2	0.0009727626459	0.3646348887	2.686796957	5	2
düver	NOUN	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
düz	ADJ	863	324	539	115	90	33	334	291	Space, Shapes & Properties	geometrical shapes	438	5	0.1420233463	104.893303	5.021250708	3	1
düz	NOUN	134	36	98	40	18	0	40	36	Space, Shapes & Properties	geometrical shapes	105	19	0.03404669261	16.28702503	4.215070734	3	1
düzelmek	VERB	501	273	228	118	67	0	43	273	Other	other	311	67	0.100843061	60.89402641	4.785440682	8	3
düzelti	NOUN	25	2	23	0	0	0	23	2	Education & Language	spelling	21	1	0.006809338521	3.038624072	3.499710313	7	3
düzeltmek	VERB	632	342	290	118	97	9	75	333	Other	other	369	136	0.1196498054	76.81641654	4.886140675	9	3
düzen	NOUN	507	114	393	112	168	5	113	109	Other	other	299	33	0.09695201038	61.62329618	4.790600678	5	2
düzenbaz	ADJ	21	19	2	2	0	0	0	19	Personality, Values & Behavior	morality	20	6	0.006485084306	2.552444221	3.427159646	8	3
düzenek	NOUN	554	21	533	43	24	0	466	21	Other	other	170	43	0.0551232166	67.33590944	4.829029948	7	3
düzenleme	NOUN	17	2	15	2	4	0	9	2	Other	other	16	10	0.005188067445	2.066264369	3.34000947	9	4
düzenlemek	VERB	1743	205	1538	276	450	21	812	184	Other	other	548	153	0.17769131	211.8528703	5.326283446	10	4
düzenleniş	NOUN	1	0	1	0	0	0	1	0	Work & Economy	production	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
düzenlenmek	VERB	41	0	41	12	1	0	28	0	Work & Economy	production	36	19	0.01167315175	4.983343478	3.707986256	11	4
düzenleyici	NOUN	8	1	7	1	0	1	6	0	Emotions & Mental Processes	general rules	8	7	0.002594033722	0.9723597031	3.038979475	11	5
düzenleyiş	NOUN	1	0	1	1	0	0	0	0	Work & Economy	production	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
düzenli	ADJ	708	43	665	126	283	0	256	43	People & Relationships	responsibilities	305	5	0.09889753567	86.05383372	4.935383201	7	3
düzensiz	ADJ	88	7	81	9	29	0	43	7	People & Relationships	responsibilities	56	9	0.01815823606	10.69595673	4.034126972	8	3
düzensizlik	NOUN	3	2	1	0	0	0	1	2	Emotions & Mental Processes	general rules	3	3	0.0009727626459	0.3646348887	2.686796957	11	4
düzey	NOUN	402	23	379	24	133	1	222	22	Time, Numbers & Measurement	units of measurement	160	37	0.05188067445	48.86107508	4.690042011	5	2
düzeyli	ADJ	1	0	1	0	0	0	1	0	Personality, Values & Behavior	personality	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
düzgün	ADJ	504	234	270	91	22	13	157	221	Other	other	323	7	0.1047341115	61.25866129	4.788028343	6	2
düzgün	ADV	107	55	52	26	3	2	23	53	Personality, Values & Behavior	appearance	91	2	0.02950713359	13.00531103	4.118160721	6	2
düzgünlük	NOUN	3	0	3	0	3	0	0	0	Personality, Values & Behavior	appearance	2	1	0.0006485084306	0.3646348887	2.686796957	9	3
düzine	NOUN	112	9	103	16	81	0	6	9	Time, Numbers & Measurement	units of measurement	35	14	0.01134889754	13.61303584	4.137815409	6	3
düzlem	NOUN	188	3	185	10	101	0	74	3	Nature & Living Things	environment	50	20	0.01621271077	22.85045302	4.36119877	6	2
düzlemek	VERB	7	5	2	1	0	2	1	3	Other	other	7	6	0.002269779507	0.8508147402	2.987826952	8	3
düzlemsel	ADJ	65	0	65	0	64	0	1	0	Space, Shapes & Properties	geometrical shapes	7	1	0.002269779507	7.900422588	3.904280901	9	3
düzleşmek	VERB	34	0	34	4	4	0	26	0	Other	other	26	14	0.008430609598	4.132528738	3.62880501	9	3
düzleştirmek	VERB	13	0	13	2	0	0	11	0	Other	other	12	10	0.003891050584	1.580084518	3.230865001	12	4
düzlük	NOUN	66	5	61	22	2	0	37	5	Earth, Geography & Natural Phenomena	geographical features	48	22	0.01556420233	8.02196755	3.910811768	6	2
düzmece	ADJ	3	2	1	1	0	0	0	2	Personality, Values & Behavior	honesty	3	2	0.0009727626459	0.3646348887	2.686796957	7	3
düzmek	VERB	16	0	16	7	1	0	8	0	Other	other	15	9	0.00486381323	1.944719406	3.315185887	6	2
düztaban	NOUN	2	0	2	0	0	0	2	0	Health & Medicine	diseases	1	1	0.0003242542153	0.2430899258	2.56185822	8	3
düzyazı	NOUN	30	0	30	4	25	0	1	0	Literature & Publishing	language and literature	11	7	0.003566796368	3.646348887	3.576098659	7	3
düğme	NOUN	966	394	572	225	109	9	238	385	Other	other	347	56	0.1125162127	117.4124341	5.070163439	5	2
düğmelemek	VERB	1	0	1	1	0	0	0	0	Personality, Values & Behavior	behavior	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
düğmeli	ADJ	6	0	6	3	3	0	0	0	Personal Care & Consumer Life	clothing	6	1	0.001945525292	0.7292697773	2.929835005	7	3
düğü	NOUN	1	0	1	1	0	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	4	2
